product_id,product_name,category,brand,unit_price,unit_cost,launch_year,warranty_months,weight_kg,product_sku,subcategory,model_family,colour,supplier_id,supplier_country,launch_date,tax_category,package_type,recyclable_packaging,active_flag
PRD0394,Vela Echo 493,Home Entertainment,Vela,3284.35,2308.73,2013.0,24.0,9.055,SKU-VEL00394,Smart Display,Spark,White,SUP024,Korea,2013-09-22,GST_STANDARD,Protective case,True,True
PRD0395,Candle Orbit 494,Audio,Candle,404.44,259.89,2017.0,12.0,0.561,SKU-CAN00395,Wireless Audio,Vista,Graphite,SUP025,Australia,2017-11-16,GST_STANDARD,Box,True,True
PRD0396,Vela Spark 495,Smart Home,Vela,120.07,65.36,2015.0,12.0,0.351,SKU-VEL00396,Home Automation,Wave,Blue,SUP026,Korea,2015-04-15,GST_STANDARD,Box,True,True
PRD0397,Candle Bloom 496,Gaming,Candle,1953.43,954.67,2017.0,24.0,1.209,SKU-CAN00397,Gaming Hardware,Arc,White,SUP027,Australia,2017-05-25,GST_STANDARD,Box,True,True
PRD0398,Vela Halo 497,Wearable,Vela,413.35,243.51,2013.0,12.0,0.156,SKU-VEL00398,Health Wearable,Atlas,Black,SUP028,Japan,2013-02-21,GST_STANDARD,Recycled box,True,True
PRD0399,Candle Quest 498,Networking,Candle,628.54,454.12,2016.0,24.0,0.579,SKU-CAN00399,Connected Network,Bloom,Blue,SUP029,China,2016-03-18,GST_STANDARD,Recycled box,True,True
PRD0400,Vela Wave 499,Accessory,Vela,286.55,180.81,2016.0,12.0,0.204,SKU-VEL00400,Mobile Accessory,Core,Gold,SUP030,Vietnam,2016-02-10,GST_STANDARD,Recycled box,True,True
PRD0401,Candle Edge 500,Laptop,Candle,1541.92,758.73,2012.0,24.0,1.589,SKU-CAN00401,Ultrabook,Edge,Graphite,SUP031,Vietnam,2012-04-03,GST_STANDARD,Protective case,True,True
PRD0402,Vela Nova 501,Smartphone,Vela,1191.53,868.83,2012.0,24.0,0.182,SKU-VEL00402,5G Smartphone,Echo,Graphite,SUP032,Australia,2012-07-09,GST_STANDARD,Box,True,True
PRD0403,Candle Shift 502,Tablet,Candle,1465.36,857.47,2016.0,24.0,0.536,SKU-CAN00403,Productivity Tablet,Flux,Blue,SUP033,Malaysia,2016-08-04,GST_STANDARD,Recycled box,False,True
PRD0404,Vela Atlas 503,Home Entertainment,Vela,3995.8,2114.86,2014.0,24.0,7.037,SKU-VEL00404,Smart Display,Halo,Red,SUP034,Malaysia,2014-12-04,GST_STANDARD,Recycled box,False,True
PRD0405,Candle Flux 504,Audio,Candle,774.44,511.89,2015.0,12.0,0.613,SKU-CAN00405,Wireless Audio,Lumen,White,SUP035,Australia,2015-11-16,GST_STANDARD,Recycled box,False,True
PRD0406,Vela Pulse 505,Smart Home,Vela,241.97,162.39,2013.0,12.0,0.394,SKU-VEL00406,Home Automation,Nova,Black,SUP036,Korea,2013-02-26,GST_STANDARD,Box,True,True
PRD0407,Candle Vista 506,Gaming,Candle,1547.38,1063.35,2016.0,24.0,1.475,SKU-CAN00407,Gaming Hardware,Orbit,White,SUP037,Japan,2016-04-08,GST_STANDARD,Box,True,True
PRD0408,Vela Core 507,Wearable,Vela,680.47,391.48,2017.0,12.0,0.155,SKU-VEL00408,Health Wearable,Pulse,Black,SUP001,China,2017-02-14,GST_STANDARD,Box,True,True
PRD0409,Candle Lumen 508,Networking,Candle,1192.0,903.13,2015.0,24.0,0.656,SKU-CAN00409,Connected Network,Quest,Gold,SUP002,Australia,2015-04-23,GST_STANDARD,Protective case,True,False
PRD0410,Vela Ridge 509,Accessory,Vela,328.86,204.29,2013.0,12.0,0.149,SKU-VEL00410,Mobile Accessory,Ridge,Green,SUP003,Vietnam,2013-06-24,GST_STANDARD,Recycled box,True,True
PRD0411,Candle Arc 510,Laptop,Candle,1649.5,1007.1,2013.0,24.0,1.739,SKU-CAN00411,Ultrabook,Shift,Silver,SUP004,Australia,2013-08-01,GST_STANDARD,Protective case,True,True
PRD0412,Vela Echo 511,Smartphone,Vela,1184.31,824.38,2014.0,24.0,0.266,SKU-VEL00412,5G Smartphone,Spark,Blue,SUP005,Malaysia,2014-06-25,GST_STANDARD,Box,True,True
PRD0413,Candle Orbit 512,Tablet,Candle,699.79,352.75,2015.0,24.0,0.679,SKU-CAN00413,Productivity Tablet,Vista,Blue,SUP006,Vietnam,2015-09-04,GST_STANDARD,Recycled box,True,True
PRD0414,Vela Spark 513,Home Entertainment,Vela,2790.14,1381.6,2012.0,24.0,8.03,SKU-VEL00414,Smart Display,Wave,Red,SUP007,Vietnam,2012-02-16,GST_STANDARD,Protective case,True,True
PRD0415,Candle Bloom 514,Audio,Candle,921.87,506.49,2012.0,12.0,0.625,SKU-CAN00415,Wireless Audio,Arc,Red,SUP008,Korea,2012-12-19,GST_STANDARD,Recycled box,True,True
PRD0416,Vela Halo 515,Smart Home,Vela,753.43,467.7,2015.0,12.0,0.278,SKU-VEL00416,Home Automation,Atlas,Gold,SUP009,Australia,2015-08-21,GST_STANDARD,Recycled box,True,True
PRD0417,Candle Quest 516,Gaming,Candle,318.04,223.32,2012.0,24.0,0.971,SKU-CAN00417,Gaming Hardware,Bloom,Blue,SUP010,Korea,2012-10-08,GST_STANDARD,Recycled box,False,True
PRD0418,Vela Wave 517,Wearable,Vela,513.88,382.63,2012.0,12.0,0.15,SKU-VEL00418,Health Wearable,Core,Gold,SUP011,Korea,2012-03-27,GST_STANDARD,Protective case,True,True
PRD0419,Candle Edge 518,Networking,Candle,1223.67,871.4,2016.0,24.0,0.753,SKU-CAN00419,Connected Network,Edge,Blue,SUP012,Vietnam,2016-12-15,GST_STANDARD,Recycled box,False,True
PRD0420,Vela Nova 519,Accessory,Vela,202.02,141.59,2014.0,12.0,0.171,SKU-VEL00420,Mobile Accessory,Echo,Silver,SUP013,Korea,2014-12-03,GST_STANDARD,Box,False,True
PRD0421,Candle Shift 520,Laptop,Candle,2504.26,1769.28,2016.0,24.0,1.363,SKU-CAN00421,Ultrabook,Flux,Silver,SUP014,Australia,2016-10-06,GST_STANDARD,Protective case,True,True
PRD0422,Vela Atlas 521,Smartphone,Vela,1749.99,958.94,2014.0,24.0,0.17,SKU-VEL00422,5G Smartphone,Halo,Green,SUP015,Australia,2014-01-06,GST_STANDARD,Protective case,True,True
PRD0423,Candle Flux 522,Tablet,Candle,731.87,427.04,2016.0,24.0,0.622,SKU-CAN00423,Productivity Tablet,Lumen,White,SUP016,Japan,2016-05-24,GST_STANDARD,Protective case,False,True
PRD0424,Vela Pulse 523,Home Entertainment,Vela,1571.65,1114.34,2016.0,24.0,5.348,SKU-VEL00424,Smart Display,Nova,Blue,SUP017,Japan,2016-05-17,GST_STANDARD,Box,True,True
PRD0425,Candle Vista 524,Audio,Candle,514.7,278.25,2012.0,12.0,0.657,SKU-CAN00425,Wireless Audio,Orbit,Red,SUP018,Vietnam,2012-08-22,GST_STANDARD,Protective case,True,True
PRD0426,Vela Core 525,Smart Home,Vela,284.68,212.76,2012.0,12.0,0.412,SKU-VEL00426,Home Automation,Pulse,Gold,SUP019,China,2012-10-15,GST_STANDARD,Recycled box,True,True
PRD0427,Candle Lumen 526,Gaming,Candle,1807.66,947.35,2012.0,24.0,0.924,SKU-CAN00427,Gaming Hardware,Quest,Gold,SUP020,Japan,2012-09-27,GST_STANDARD,Box,False,True
PRD0428,Vela Ridge 527,Wearable,Vela,621.91,357.2,2014.0,12.0,0.125,SKU-VEL00428,Health Wearable,Ridge,Green,SUP021,China,2014-04-17,GST_STANDARD,Box,False,True
PRD0429,Candle Arc 528,Networking,Candle,1382.07,968.18,2015.0,24.0,0.697,SKU-CAN00429,Connected Network,Shift,Gold,SUP022,Japan,2015-11-27,GST_STANDARD,Recycled box,True,True
PRD0430,Vela Echo 529,Accessory,Vela,214.75,154.07,2015.0,12.0,0.14,SKU-VEL00430,Mobile Accessory,Spark,Blue,SUP023,Korea,2015-07-10,GST_STANDARD,Recycled box,True,True
PRD0431,Candle Orbit 530,Laptop,Candle,2253.8,1405.67,2014.0,24.0,1.106,SKU-CAN00431,Ultrabook,Vista,Black,SUP024,China,2014-10-21,GST_STANDARD,Box,True,True
PRD0432,Vela Spark 531,Smartphone,Vela,1225.0,669.74,2013.0,24.0,0.237,SKU-VEL00432,5G Smartphone,Wave,Silver,SUP025,Korea,2013-01-18,GST_STANDARD,Protective case,True,True
PRD0433,Candle Bloom 532,Tablet,Candle,1358.38,1031.34,2015.0,24.0,0.795,SKU-CAN00433,Productivity Tablet,Arc,Gold,SUP026,China,2015-05-21,GST_STANDARD,Box,False,True
PRD0434,Vela Halo 533,Home Entertainment,Vela,2443.59,1565.31,2014.0,24.0,9.79,SKU-VEL00434,Smart Display,Atlas,Graphite,SUP027,China,2014-11-15,GST_STANDARD,Recycled box,True,True
PRD0435,Candle Quest 534,Audio,Candle,540.59,396.08,2013.0,12.0,0.6,SKU-CAN00435,Wireless Audio,Bloom,Blue,SUP028,China,2013-04-12,GST_STANDARD,Box,True,True
PRD0436,Vela Wave 535,Smart Home,Vela,99.16,58.32,2017.0,12.0,0.342,SKU-VEL00436,Home Automation,Core,Black,SUP029,Japan,2017-09-01,GST_STANDARD,Protective case,True,True
PRD0437,Candle Edge 536,Gaming,Candle,1241.03,649.33,2016.0,24.0,1.097,SKU-CAN00437,Gaming Hardware,Edge,White,SUP030,Australia,2016-07-15,GST_STANDARD,Recycled box,True,True
PRD0438,Vela Nova 537,Wearable,Vela,246.04,166.21,2015.0,12.0,0.11,SKU-VEL00438,Health Wearable,Echo,Blue,SUP031,Vietnam,2015-02-16,GST_STANDARD,Box,True,True
PRD0439,Candle Shift 538,Networking,Candle,1119.95,626.98,2013.0,24.0,0.573,SKU-CAN00439,Connected Network,Flux,White,SUP032,China,2013-01-22,GST_STANDARD,Protective case,True,True
PRD0440,Vela Atlas 539,Accessory,Vela,292.13,196.14,2015.0,12.0,0.209,SKU-VEL00440,Mobile Accessory,Halo,Blue,SUP033,China,2015-11-23,GST_STANDARD,Protective case,True,True
PRD0441,Candle Flux 540,Laptop,Candle,1117.87,561.47,2013.0,24.0,1.215,SKU-CAN00441,Ultrabook,Lumen,Graphite,SUP034,Australia,2013-07-02,GST_STANDARD,Protective case,True,True
PRD0442,Vela Pulse 541,Smartphone,Vela,1625.44,782.74,2017.0,24.0,0.19,SKU-VEL00442,5G Smartphone,Nova,Green,SUP035,Vietnam,2017-06-05,GST_STANDARD,Box,True,True
PRD0443,Candle Vista 542,Tablet,Candle,667.38,387.8,2012.0,24.0,0.58,SKU-CAN00443,Productivity Tablet,Orbit,White,SUP036,Vietnam,2012-06-06,GST_STANDARD,Recycled box,False,True
PRD0444,Vela Core 543,Home Entertainment,Vela,636.31,479.95,2016.0,24.0,5.545,SKU-VEL00444,Smart Display,Pulse,Green,SUP037,Malaysia,2016-06-15,GST_STANDARD,Protective case,True,True
PRD0445,Candle Lumen 544,Audio,Candle,1141.73,696.66,2014.0,12.0,0.355,SKU-CAN00445,Wireless Audio,Quest,Graphite,SUP001,Vietnam,2014-11-21,GST_STANDARD,Protective case,True,True
PRD0446,Vela Ridge 545,Smart Home,Vela,546.41,273.9,2015.0,12.0,0.439,SKU-VEL00446,Home Automation,Ridge,Red,SUP002,Vietnam,2015-08-16,GST_STANDARD,Protective case,True,True
PRD0447,Candle Arc 546,Gaming,Candle,79.94,48.32,2016.0,24.0,1.153,SKU-CAN00447,Gaming Hardware,Shift,Gold,SUP003,China,2016-09-09,GST_STANDARD,Recycled box,True,True
PRD0448,Vela Echo 547,Wearable,Vela,67.35,43.19,2012.0,12.0,0.113,SKU-VEL00448,Health Wearable,Spark,Black,SUP004,Korea,2012-10-23,GST_STANDARD,Protective case,True,True
PRD0449,Candle Orbit 548,Networking,Candle,227.09,148.25,2014.0,24.0,0.751,SKU-CAN00449,Connected Network,Vista,Black,SUP005,Australia,2014-07-11,GST_STANDARD,Protective case,False,True
PRD0450,Vela Spark 549,Accessory,Vela,138.07,85.06,2015.0,12.0,0.146,SKU-VEL00450,Mobile Accessory,Wave,Green,SUP006,China,2015-08-18,GST_STANDARD,Protective case,False,True
PRD0451,Candle Bloom 550,Laptop,Candle,2097.21,1105.12,2015.0,24.0,1.936,SKU-CAN00451,Ultrabook,Arc,Green,SUP007,Korea,2015-11-20,GST_STANDARD,Recycled box,False,True
PRD0452,Vela Halo 551,Smartphone,Vela,318.36,163.62,2014.0,24.0,0.193,SKU-VEL00452,5G Smartphone,Atlas,Blue,SUP008,Vietnam,2014-09-21,GST_STANDARD,Box,True,True
PRD0453,Candle Quest 552,Tablet,Candle,934.48,568.96,2014.0,24.0,0.776,SKU-CAN00453,Productivity Tablet,Bloom,Red,SUP009,Japan,2014-08-08,GST_STANDARD,Box,False,True
PRD0454,Vela Wave 553,Home Entertainment,Vela,561.82,331.11,2016.0,24.0,9.568,SKU-VEL00454,Smart Display,Core,Graphite,SUP010,Japan,2016-08-05,GST_STANDARD,Box,True,True
PRD0455,Candle Edge 554,Audio,Candle,329.34,180.41,2012.0,12.0,0.474,SKU-CAN00455,Wireless Audio,Edge,White,SUP011,Australia,2012-11-09,GST_STANDARD,Protective case,True,True
PRD0456,Vela Nova 555,Smart Home,Vela,417.01,280.14,2016.0,12.0,0.315,SKU-VEL00456,Home Automation,Echo,White,SUP012,Japan,2016-11-01,GST_STANDARD,Protective case,True,True
PRD0457,Candle Shift 556,Gaming,Candle,2260.61,1484.6,2014.0,24.0,1.244,SKU-CAN00457,Gaming Hardware,Flux,Silver,SUP013,Vietnam,2014-09-03,GST_STANDARD,Protective case,True,True
PRD0458,Vela Atlas 557,Wearable,Vela,721.39,434.83,2013.0,12.0,0.125,SKU-VEL00458,Health Wearable,Halo,Blue,SUP014,China,2013-06-03,GST_STANDARD,Protective case,False,True
PRD0459,Candle Flux 558,Networking,Candle,1138.25,658.04,2017.0,24.0,0.769,SKU-CAN00459,Connected Network,Lumen,Graphite,SUP015,Malaysia,2017-08-11,GST_STANDARD,Protective case,True,True
PRD0460,Vela Pulse 559,Accessory,Vela,99.79,74.5,2014.0,12.0,0.163,SKU-VEL00460,Mobile Accessory,Nova,White,SUP016,Vietnam,2014-10-03,GST_STANDARD,Box,True,True
PRD0461,Candle Vista 560,Laptop,Candle,2080.96,1170.53,2013.0,24.0,1.645,SKU-CAN00461,Ultrabook,Orbit,Black,SUP017,Vietnam,2013-02-08,GST_STANDARD,Protective case,True,True
PRD0462,Vela Core 561,Smartphone,Vela,1259.7,610.48,2012.0,24.0,0.174,SKU-VEL00462,5G Smartphone,Pulse,White,SUP018,Vietnam,2012-09-13,GST_STANDARD,Recycled box,True,True
PRD0463,Candle Lumen 562,Tablet,Candle,533.33,400.87,2017.0,24.0,0.447,SKU-CAN00463,Productivity Tablet,Quest,Silver,SUP019,Korea,2017-09-02,GST_STANDARD,Protective case,True,True
PRD0464,Vela Ridge 563,Home Entertainment,Vela,1572.44,805.06,2013.0,24.0,5.722,SKU-VEL00464,Smart Display,Ridge,Red,SUP020,Korea,2013-01-13,GST_STANDARD,Protective case,True,True
PRD0465,Candle Arc 564,Audio,Candle,1026.13,701.75,2015.0,12.0,0.357,SKU-CAN00465,Wireless Audio,Shift,Gold,SUP021,Japan,2015-09-22,GST_STANDARD,Protective case,False,True
PRD0466,Vela Echo 565,Smart Home,Vela,283.41,191.18,2014.0,12.0,0.447,SKU-VEL00466,Home Automation,Spark,Graphite,SUP022,Japan,2014-05-24,GST_STANDARD,Recycled box,True,True
PRD0467,Candle Orbit 566,Gaming,Candle,1705.11,1159.9,2014.0,24.0,1.077,SKU-CAN00467,Gaming Hardware,Vista,White,SUP023,Japan,2014-12-20,GST_STANDARD,Box,True,True
PRD0468,Vela Spark 567,Wearable,Vela,990.56,556.9,2015.0,12.0,0.093,SKU-VEL00468,Health Wearable,Wave,Gold,SUP024,Australia,2015-06-27,GST_STANDARD,Recycled box,False,True
PRD0469,Candle Bloom 568,Networking,Candle,1472.12,998.09,2016.0,24.0,0.828,SKU-CAN00469,Connected Network,Arc,Green,SUP025,Australia,2016-09-27,GST_STANDARD,Recycled box,True,True
PRD0470,Vela Halo 569,Accessory,Vela,290.42,155.59,2014.0,12.0,0.177,SKU-VEL00470,Mobile Accessory,Atlas,Red,SUP026,Japan,2014-01-03,GST_STANDARD,Box,False,True
PRD0471,Candle Quest 570,Laptop,Candle,2346.96,1355.66,2013.0,24.0,1.513,SKU-CAN00471,Ultrabook,Bloom,Black,SUP027,Japan,2013-02-26,GST_STANDARD,Recycled box,True,True
PRD0472,Vela Wave 571,Smartphone,Vela,1096.23,787.37,2014.0,24.0,0.225,SKU-VEL00472,5G Smartphone,Core,White,SUP028,Vietnam,2014-07-07,GST_STANDARD,Box,True,True
PRD0473,Candle Edge 572,Tablet,Candle,576.89,374.67,2016.0,24.0,0.785,SKU-CAN00473,Productivity Tablet,Edge,White,SUP029,Australia,2016-12-15,GST_STANDARD,Protective case,True,True
PRD0474,Vela Nova 573,Home Entertainment,Vela,1023.76,499.8,2014.0,24.0,5.889,SKU-VEL00474,Smart Display,Echo,White,SUP030,Malaysia,2014-09-04,GST_STANDARD,Protective case,True,True
PRD0475,Candle Shift 574,Audio,Candle,304.73,173.96,2014.0,12.0,0.407,SKU-CAN00475,Wireless Audio,Flux,Red,SUP031,Japan,2014-10-19,GST_STANDARD,Recycled box,True,True
PRD0476,Vela Atlas 575,Smart Home,Vela,59.63,34.29,2014.0,12.0,0.414,SKU-VEL00476,Home Automation,Halo,Graphite,SUP032,Australia,2014-10-15,GST_STANDARD,Recycled box,True,True
PRD0477,Candle Flux 576,Gaming,Candle,791.3,434.93,2016.0,24.0,1.111,SKU-CAN00477,Gaming Hardware,Lumen,White,SUP033,China,2016-05-08,GST_STANDARD,Recycled box,True,True
PRD0478,Vela Pulse 577,Wearable,Vela,111.87,73.34,2013.0,12.0,0.117,SKU-VEL00478,Health Wearable,Nova,Black,SUP034,Australia,2013-10-08,GST_STANDARD,Protective case,False,True
PRD0479,Candle Vista 578,Networking,Candle,785.34,384.22,2014.0,24.0,0.8,SKU-CAN00479,Connected Network,Orbit,Blue,SUP035,Korea,2014-09-13,GST_STANDARD,Protective case,True,True
PRD0480,Vela Core 579,Accessory,Vela,37.46,28.0,2013.0,12.0,0.23,SKU-VEL00480,Mobile Accessory,Pulse,Black,SUP036,Australia,2013-11-06,GST_STANDARD,Recycled box,True,True
PRD0481,Candle Lumen 580,Laptop,Candle,1297.53,761.58,2013.0,24.0,2.063,SKU-CAN00481,Ultrabook,Quest,Gold,SUP037,Australia,2013-06-06,GST_STANDARD,Recycled box,True,True
PRD0482,Vela Ridge 581,Smartphone,Vela,653.2,320.7,2015.0,24.0,0.189,SKU-VEL00482,5G Smartphone,Ridge,Blue,SUP001,Vietnam,2015-05-27,GST_STANDARD,Recycled box,False,True
PRD0483,Candle Arc 582,Tablet,Candle,1343.25,671.2,2017.0,24.0,0.547,SKU-CAN00483,Productivity Tablet,Shift,Blue,SUP002,Korea,2017-07-17,GST_STANDARD,Box,False,True
PRD0484,Vela Echo 583,Home Entertainment,Vela,1275.63,778.65,2012.0,24.0,9.587,SKU-VEL00484,Smart Display,Spark,Black,SUP003,Japan,2012-07-14,GST_STANDARD,Protective case,True,True
PRD0485,Candle Orbit 584,Audio,Candle,518.63,355.2,2012.0,12.0,0.537,SKU-CAN00485,Wireless Audio,Vista,Gold,SUP004,China,2012-04-07,GST_STANDARD,Box,False,True
PRD0486,Vela Spark 585,Smart Home,Vela,825.47,425.86,2014.0,12.0,0.359,SKU-VEL00486,Home Automation,Wave,Graphite,SUP005,Malaysia,2014-07-07,GST_STANDARD,Protective case,True,True
PRD0487,Candle Bloom 586,Gaming,Candle,1262.93,717.76,2014.0,24.0,1.235,SKU-CAN00487,Gaming Hardware,Arc,Silver,SUP006,Vietnam,2014-09-02,GST_STANDARD,Protective case,True,False
PRD0488,Vela Halo 587,Wearable,Vela,482.8,339.15,2016.0,12.0,0.144,SKU-VEL00488,Health Wearable,Atlas,Graphite,SUP007,Japan,2016-10-16,GST_STANDARD,Recycled box,True,True
PRD0489,Candle Quest 588,Networking,Candle,264.6,136.51,2012.0,24.0,0.601,SKU-CAN00489,Connected Network,Bloom,Red,SUP008,China,2012-11-07,GST_STANDARD,Box,False,True
PRD0490,Vela Wave 589,Accessory,Vela,20.66,12.89,2016.0,12.0,0.136,SKU-VEL00490,Mobile Accessory,Core,Graphite,SUP009,Vietnam,2016-11-06,GST_STANDARD,Protective case,True,True
PRD0491,Candle Edge 590,Laptop,Candle,1093.0,797.19,2013.0,24.0,1.626,SKU-CAN00491,Ultrabook,Edge,Red,SUP010,China,2013-11-26,GST_STANDARD,Box,True,True
PRD0492,Vela Nova 591,Smartphone,Vela,1490.94,839.11,2014.0,24.0,0.263,SKU-VEL00492,5G Smartphone,Echo,Silver,SUP011,Korea,2014-07-05,GST_STANDARD,Protective case,True,True
PRD0493,Candle Shift 592,Tablet,Candle,1550.96,1043.86,2015.0,24.0,0.852,SKU-CAN00493,Productivity Tablet,Flux,Graphite,SUP012,Vietnam,2015-10-21,GST_STANDARD,Recycled box,True,True
PRD0494,Vela Atlas 593,Home Entertainment,Vela,780.48,420.78,2013.0,24.0,8.623,SKU-VEL00494,Smart Display,Halo,Silver,SUP013,Malaysia,2013-06-05,GST_STANDARD,Protective case,True,True
PRD0495,Candle Flux 594,Audio,Candle,617.55,444.54,2015.0,12.0,0.535,SKU-CAN00495,Wireless Audio,Lumen,Gold,SUP014,Australia,2015-12-26,GST_STANDARD,Box,True,False
PRD0496,Vela Pulse 595,Smart Home,Vela,176.22,92.43,2017.0,12.0,0.48,SKU-VEL00496,Home Automation,Nova,Blue,SUP015,Korea,2017-08-14,GST_STANDARD,Protective case,True,True
PRD0497,Candle Vista 596,Gaming,Candle,1686.58,1164.2,2012.0,24.0,1.342,SKU-CAN00497,Gaming Hardware,Orbit,White,SUP016,Australia,2012-08-04,GST_STANDARD,Protective case,False,True
PRD0498,Vela Core 597,Wearable,Vela,753.34,566.26,2012.0,12.0,0.099,SKU-VEL00498,Health Wearable,Pulse,White,SUP017,Japan,2012-03-21,GST_STANDARD,Protective case,True,True
PRD0499,Candle Lumen 598,Networking,Candle,1327.93,844.84,2016.0,24.0,0.583,SKU-CAN00499,Connected Network,Quest,Green,SUP018,Australia,2016-08-07,GST_STANDARD,Recycled box,True,True
PRD0500,Vela Ridge 599,Accessory,Vela,352.58,214.94,2012.0,12.0,0.218,SKU-VEL00500,Mobile Accessory,Ridge,Blue,SUP019,Vietnam,2012-10-12,GST_STANDARD,Protective case,True,True
PRD0501,Candle Arc 600,Laptop,Candle,1207.42,633.53,2017.0,24.0,1.32,SKU-CAN00501,Ultrabook,Shift,White,SUP020,China,2017-11-10,GST_STANDARD,Box,False,True
PRD0502,Vela Echo 601,Smartphone,Vela,1894.29,968.34,2015.0,24.0,0.285,SKU-VEL00502,5G Smartphone,Spark,Red,SUP021,Japan,2015-07-02,GST_STANDARD,Recycled box,True,True
PRD0503,Candle Orbit 602,Tablet,Candle,866.27,475.84,2013.0,24.0,0.719,SKU-CAN00503,Productivity Tablet,Vista,Gold,SUP022,Australia,2013-07-12,GST_STANDARD,Box,True,True
PRD0504,Vela Spark 603,Home Entertainment,Vela,3837.7,2110.53,2013.0,24.0,7.697,SKU-VEL00504,Smart Display,Wave,Gold,SUP023,Malaysia,2013-05-19,GST_STANDARD,Protective case,True,True
PRD0505,Candle Bloom 604,Audio,Candle,1083.53,707.67,2016.0,12.0,0.526,SKU-CAN00505,Wireless Audio,Arc,Green,SUP024,Malaysia,2016-04-08,GST_STANDARD,Recycled box,True,True
PRD0506,Vela Halo 605,Smart Home,Vela,309.66,153.78,2017.0,12.0,0.41,SKU-VEL00506,Home Automation,Atlas,Green,SUP025,Australia,2017-07-06,GST_STANDARD,Recycled box,False,True
PRD0507,Candle Quest 606,Gaming,Candle,2300.74,1591.85,2012.0,24.0,0.973,SKU-CAN00507,Gaming Hardware,Bloom,Silver,SUP026,Vietnam,2012-12-07,GST_STANDARD,Recycled box,True,True
PRD0508,Vela Wave 607,Wearable,Vela,637.75,324.87,2015.0,12.0,0.163,SKU-VEL00508,Health Wearable,Core,Gold,SUP027,Vietnam,2015-04-07,GST_STANDARD,Recycled box,True,True
PRD0509,Candle Edge 608,Networking,Candle,866.14,469.12,2015.0,24.0,0.642,SKU-CAN00509,Connected Network,Edge,Silver,SUP028,Japan,2015-08-19,GST_STANDARD,Recycled box,False,True
PRD0510,Vela Nova 609,Accessory,Vela,71.92,36.94,2017.0,12.0,0.184,SKU-VEL00510,Mobile Accessory,Echo,Silver,SUP029,Malaysia,2017-01-25,GST_STANDARD,Recycled box,False,True
PRD0511,Candle Shift 610,Laptop,Candle,1305.5,974.83,2013.0,24.0,1.906,SKU-CAN00511,Ultrabook,Flux,Gold,SUP030,Korea,2013-01-21,GST_STANDARD,Protective case,True,True
PRD0512,Vela Atlas 611,Smartphone,Vela,1597.11,1036.07,2012.0,24.0,0.16,SKU-VEL00512,5G Smartphone,Halo,Blue,SUP031,Australia,2012-04-08,GST_STANDARD,Protective case,False,True
PRD0513,Candle Flux 612,Tablet,Candle,1454.2,732.44,2017.0,24.0,0.784,SKU-CAN00513,Productivity Tablet,Lumen,Blue,SUP032,Vietnam,2017-11-04,GST_STANDARD,Box,True,True
PRD0514,Vela Pulse 613,Home Entertainment,Vela,2353.19,1210.05,2016.0,24.0,8.743,SKU-VEL00514,Smart Display,Nova,Gold,SUP033,Vietnam,2016-09-06,GST_STANDARD,Protective case,False,True
PRD0515,Candle Vista 614,Audio,Candle,421.93,287.06,2017.0,12.0,0.387,SKU-CAN00515,Wireless Audio,Orbit,Green,SUP034,Australia,2017-11-14,GST_STANDARD,Protective case,True,True
PRD0516,Vela Core 615,Smart Home,Vela,565.33,392.9,2014.0,12.0,0.469,SKU-VEL00516,Home Automation,Pulse,Black,SUP035,Korea,2014-10-12,GST_STANDARD,Box,True,True
PRD0517,Candle Lumen 616,Gaming,Candle,1366.6,692.49,2012.0,24.0,1.455,SKU-CAN00517,Gaming Hardware,Quest,Silver,SUP036,China,2012-12-13,GST_STANDARD,Box,True,True
PRD0518,Vela Ridge 617,Wearable,Vela,614.84,408.63,2014.0,12.0,0.107,SKU-VEL00518,Health Wearable,Ridge,Green,SUP037,Korea,2014-12-03,GST_STANDARD,Protective case,True,True
PRD0519,Candle Arc 618,Networking,Candle,1101.57,613.07,2015.0,24.0,0.956,SKU-CAN00519,Connected Network,Shift,Red,SUP001,Japan,2015-10-14,GST_STANDARD,Recycled box,True,True
PRD0520,Vela Echo 619,Accessory,Vela,93.98,58.64,2013.0,12.0,0.137,SKU-VEL00520,Mobile Accessory,Spark,Blue,SUP002,Australia,2013-04-11,GST_STANDARD,Box,True,True
PRD0521,Candle Orbit 620,Laptop,Candle,1486.1,1095.2,2014.0,24.0,1.225,SKU-CAN00521,Ultrabook,Vista,Silver,SUP003,China,2014-09-07,GST_STANDARD,Protective case,True,True
PRD0522,Vela Spark 621,Smartphone,Vela,942.08,456.19,2014.0,24.0,0.267,SKU-VEL00522,5G Smartphone,Wave,Silver,SUP004,China,2014-01-11,GST_STANDARD,Protective case,False,True
PRD0523,Candle Bloom 622,Tablet,Candle,1192.94,760.53,2015.0,24.0,0.715,SKU-CAN00523,Productivity Tablet,Arc,Green,SUP005,Malaysia,2015-02-24,GST_STANDARD,Box,True,True
PRD0524,Vela Halo 623,Home Entertainment,Vela,1527.37,969.52,2014.0,24.0,9.519,SKU-VEL00524,Smart Display,Atlas,Green,SUP006,Korea,2014-11-03,GST_STANDARD,Protective case,True,False
